CustomerKey,CustomerCode,CustomerName,Email,Country,Region,Segment,LoyaltyTier,SignupDate,AgeBand
306,C1305,Customer_305,customer305@example.com,Germany,East,Hardcore,Platinum,2019-05-08,45-54
307,C1306,Customer_306,customer306@example.com,Australia,South,Casual,Gold,2020-02-28,35-44
308,C1307,Customer_307,customer307@example.com,UK,North,Hardcore,Bronze,2021-05-10,18-24
309,C1308,Customer_308,customer308@example.com,Germany,East,Hardcore,Silver,2021-03-08,18-24
310,C1309,Customer_309,customer309@example.com,Canada,East,Casual,Bronze,2022-04-11,18-24
311,C1310,Customer_310,customer310@example.com,France,South,Hardcore,Bronze,2022-11-25,35-44
312,C1311,Customer_311,customer311@example.com,France,North,Hardcore,Bronze,2019-02-10,35-44
313,C1312,Customer_312,customer312@example.com,Japan,North,Casual,Gold,2022-03-25,35-44
314,C1313,Customer_313,customer313@example.com,USA,Central,Core,Platinum,2021-02-18,18-24
315,C1314,Customer_314,customer314@example.com,France,East,Casual,Silver,2021-09-03,45-54
316,C1315,Customer_315,customer315@example.com,Germany,North,Hardcore,Bronze,2019-01-13,25-34
317,C1316,Customer_316,customer316@example.com,France,North,Hardcore,Platinum,2020-12-21,35-44
318,C1317,Customer_317,customer317@example.com,Germany,West,Hardcore,Platinum,2020-09-03,45-54
319,C1318,Customer_318,customer318@example.com,UK,West,Casual,Gold,2021-03-09,25-34
320,C1319,Customer_319,customer319@example.com,Japan,North,Hardcore,Silver,2021-05-08,25-34
321,C1320,Customer_320,customer320@example.com,USA,Central,Hardcore,Gold,2022-01-07,25-34
322,C1321,Customer_321,customer321@example.com,France,North,Casual,Platinum,2022-01-23,45-54
323,C1322,Customer_322,customer322@example.com,Germany,South,Core,Platinum,2022-05-20,45-54
324,C1323,Customer_323,customer323@example.com,Australia,East,Core,Platinum,2020-03-27,18-24
325,C1324,Customer_324,customer324@example.com,USA,Central,Hardcore,Gold,2021-09-26,45-54
326,C1325,Customer_325,customer325@example.com,UK,South,Casual,Silver,2020-03-25,45-54
327,C1326,Customer_326,customer326@example.com,Germany,Central,Hardcore,Bronze,2020-07-12,45-54
328,C1327,Customer_327,customer327@example.com,Canada,South,Casual,Gold,2021-06-11,25-34
329,C1328,Customer_328,customer328@example.com,Canada,East,Casual,Platinum,2021-09-21,35-44
330,C1329,Customer_329,customer329@example.com,Japan,East,Core,Gold,2019-03-01,18-24
331,C1330,Customer_330,customer330@example.com,Japan,West,Core,Platinum,2021-03-07,35-44
332,C1331,Customer_331,customer331@example.com,UK,South,Casual,Bronze,2020-11-19,35-44
333,C1332,Customer_332,customer332@example.com,UK,West,Hardcore,Bronze,2022-10-01,45-54
334,C1333,Customer_333,customer333@example.com,Japan,South,Core,Silver,2022-10-22,18-24
335,C1334,Customer_334,customer334@example.com,France,West,Hardcore,Platinum,2021-04-08,35-44
336,C1335,Customer_335,customer335@example.com,France,East,Core,Silver,2023-01-23,35-44
337,C1336,Customer_336,customer336@example.com,Germany,Central,Core,Silver,2019-12-05,18-24
338,C1337,Customer_337,customer337@example.com,Australia,West,Hardcore,Bronze,2021-08-15,45-54
339,C1338,Customer_338,customer338@example.com,Germany,South,Core,Gold,2019-09-19,35-44
340,C1339,Customer_339,customer339@example.com,Australia,South,Core,Gold,2022-06-28,25-34
341,C1340,Customer_340,customer340@example.com,UK,East,Hardcore,Silver,2021-12-29,35-44
342,C1341,Customer_341,customer341@example.com,USA,South,Core,Bronze,2019-02-25,25-34
343,C1342,Customer_342,customer342@example.com,Germany,North,Core,Platinum,2021-03-17,45-54
344,C1343,Customer_343,customer343@example.com,Germany,Central,Core,Gold,2022-04-27,35-44
345,C1344,Customer_344,customer344@example.com,Australia,West,Hardcore,Silver,2022-03-01,18-24
346,C1345,Customer_345,customer345@example.com,UK,Central,Casual,Gold,2022-09-19,18-24
347,C1346,Customer_346,customer346@example.com,UK,East,Hardcore,Gold,2019-02-25,35-44
348,C1347,Customer_347,customer347@example.com,Canada,West,Casual,Platinum,2019-06-21,45-54
349,C1348,Customer_348,customer348@example.com,Australia,West,Core,Bronze,2022-08-09,45-54
350,C1349,Customer_349,customer349@example.com,UK,North,Casual,Platinum,2021-05-27,18-24
351,C1350,Customer_350,customer350@example.com,Japan,East,Hardcore,Bronze,2019-10-05,35-44
352,C1351,Customer_351,customer351@example.com,France,South,Hardcore,Gold,2021-08-03,45-54
353,C1352,Customer_352,customer352@example.com,Canada,North,Core,Silver,2020-01-08,18-24
354,C1353,Customer_353,customer353@example.com,Japan,North,Casual,Platinum,2019-04-13,25-34
355,C1354,Customer_354,customer354@example.com,USA,Central,Core,Bronze,2020-06-16,35-44
356,C1355,Customer_355,customer355@example.com,Germany,Central,Core,Gold,2021-02-15,25-34
357,C1356,Customer_356,customer356@example.com,Canada,Central,Hardcore,Bronze,2020-11-01,25-34
358,C1357,Customer_357,customer357@example.com,USA,North,Casual,Bronze,2020-03-09,45-54
359,C1358,Customer_358,customer358@example.com,Germany,South,Casual,Bronze,2021-07-20,45-54
360,C1359,Customer_359,customer359@example.com,France,West,Casual,Gold,2020-10-31,45-54
361,C1360,Customer_360,customer360@example.com,UK,Central,Casual,Silver,2020-11-22,35-44
362,C1361,Customer_361,customer361@example.com,Japan,South,Core,Silver,2021-02-15,25-34
363,C1362,Customer_362,customer362@example.com,Australia,East,Core,Silver,2020-07-23,35-44
364,C1363,Customer_363,customer363@example.com,Japan,Central,Hardcore,Bronze,2021-05-13,45-54
365,C1364,Customer_364,customer364@example.com,France,West,Core,Gold,2020-05-31,25-34
366,C1365,Customer_365,customer365@example.com,USA,East,Core,Bronze,2019-06-17,35-44
367,C1366,Customer_366,customer366@example.com,Australia,East,Hardcore,Silver,2021-08-21,35-44
368,C1367,Customer_367,customer367@example.com,UK,West,Hardcore,Silver,2019-02-09,18-24
369,C1368,Customer_368,customer368@example.com,France,Central,Hardcore,Gold,2022-01-09,35-44
370,C1369,Customer_369,customer369@example.com,Australia,North,Core,Bronze,2019-04-17,45-54
371,C1370,Customer_370,customer370@example.com,France,West,Core,Platinum,2020-12-17,35-44
372,C1371,Customer_371,customer371@example.com,France,West,Hardcore,Platinum,2020-04-04,25-34
373,C1372,Customer_372,customer372@example.com,UK,West,Hardcore,Silver,2022-08-24,35-44
374,C1373,Customer_373,customer373@example.com,Canada,East,Hardcore,Gold,2019-05-21,18-24
375,C1374,Customer_374,customer374@example.com,Germany,South,Core,Bronze,2022-08-27,25-34
376,C1375,Customer_375,customer375@example.com,Australia,North,Core,Bronze,2019-03-24,25-34
377,C1376,Customer_376,customer376@example.com,UK,Central,Casual,Silver,2019-03-05,18-24
378,C1377,Customer_377,customer377@example.com,France,Central,Core,Silver,2020-05-21,45-54
379,C1378,Customer_378,customer378@example.com,UK,South,Core,Bronze,2020-02-13,25-34
380,C1379,Customer_379,customer379@example.com,Canada,West,Core,Bronze,2019-02-11,45-54
381,C1380,Customer_380,customer380@example.com,Germany,North,Hardcore,Silver,2022-06-26,25-34
382,C1381,Customer_381,customer381@example.com,Japan,Central,Core,Bronze,2019-11-09,25-34
383,C1382,Customer_382,customer382@example.com,Australia,Central,Hardcore,Platinum,2020-05-03,45-54
384,C1383,Customer_383,customer383@example.com,Germany,West,Casual,Silver,2019-09-16,25-34
385,C1384,Customer_384,customer384@example.com,USA,South,Casual,Bronze,2021-08-27,45-54
386,C1385,Customer_385,customer385@example.com,Australia,North,Hardcore,Silver,2022-10-03,18-24
387,C1386,Customer_386,customer386@example.com,Germany,South,Hardcore,Gold,2019-08-23,45-54
388,C1387,Customer_387,customer387@example.com,France,South,Hardcore,Silver,2022-03-01,18-24
389,C1388,Customer_388,customer388@example.com,Australia,North,Core,Silver,2020-03-22,25-34
390,C1389,Customer_389,customer389@example.com,Australia,North,Casual,Gold,2021-08-10,45-54
391,C1390,Customer_390,customer390@example.com,UK,Central,Hardcore,Platinum,2022-12-03,25-34
392,C1391,Customer_391,customer391@example.com,France,Central,Core,Bronze,2020-06-08,45-54
393,C1392,Customer_392,customer392@example.com,USA,North,Casual,Gold,2021-01-25,18-24
394,C1393,Customer_393,customer393@example.com,Japan,East,Core,Silver,2019-12-10,18-24
395,C1394,Customer_394,customer394@example.com,Canada,Central,Casual,Bronze,2022-05-25,45-54
396,C1395,Customer_395,customer395@example.com,Germany,East,Core,Gold,2022-05-28,18-24
397,C1396,Customer_396,customer396@example.com,UK,North,Casual,Bronze,2023-01-11,25-34
398,C1397,Customer_397,customer397@example.com,Germany,Central,Casual,Bronze,2019-08-23,25-34
399,C1398,Customer_398,customer398@example.com,USA,South,Core,Gold,2019-12-02,35-44
400,C1399,Customer_399,customer399@example.com,USA,North,Hardcore,Bronze,2020-09-29,18-24
401,C1400,Customer_400,customer400@example.com,Australia,West,Casual,Platinum,2019-08-10,25-34
402,C1401,Customer_401,customer401@example.com,Canada,East,Hardcore,Gold,2022-03-31,45-54
403,C1402,Customer_402,customer402@example.com,USA,North,Core,Platinum,2019-02-22,18-24
404,C1403,Customer_403,customer403@example.com,Germany,North,Hardcore,Silver,2020-09-30,25-34
405,C1404,Customer_404,customer404@example.com,France,Central,Hardcore,Bronze,2022-03-25,18-24
406,C1405,Customer_405,customer405@example.com,France,Central,Hardcore,Silver,2022-10-19,45-54
407,C1406,Customer_406,customer406@example.com,Australia,Central,Hardcore,Silver,2021-02-07,25-34
408,C1407,Customer_407,customer407@example.com,Japan,West,Hardcore,Bronze,2021-03-23,35-44
409,C1408,Customer_408,customer408@example.com,Germany,Central,Casual,Gold,2023-01-04,35-44
410,C1409,Customer_409,customer409@example.com,Germany,North,Casual,Bronze,2020-02-11,18-24
411,C1410,Customer_410,customer410@example.com,USA,Central,Casual,Silver,2019-06-05,45-54
412,C1411,Customer_411,customer411@example.com,Canada,South,Core,Silver,2022-04-27,25-34
413,C1412,Customer_412,customer412@example.com,Germany,Central,Hardcore,Gold,2022-11-15,45-54
414,C1413,Customer_413,customer413@example.com,UK,West,Casual,Bronze,2022-07-08,25-34
415,C1414,Customer_414,customer414@example.com,Japan,South,Core,Silver,2020-05-12,18-24
416,C1415,Customer_415,customer415@example.com,USA,North,Casual,Platinum,2019-07-28,25-34
417,C1416,Customer_416,customer416@example.com,UK,North,Casual,Silver,2022-11-28,45-54
418,C1417,Customer_417,customer417@example.com,Australia,East,Hardcore,Silver,2020-09-09,45-54
419,C1418,Customer_418,customer418@example.com,France,South,Core,Gold,2022-11-02,18-24
420,C1419,Customer_419,customer419@example.com,Australia,East,Hardcore,Platinum,2022-05-14,45-54
421,C1420,Customer_420,customer420@example.com,France,South,Hardcore,Silver,2019-09-05,25-34
422,C1421,Customer_421,customer421@example.com,Australia,South,Casual,Silver,2022-03-05,18-24
423,C1422,Customer_422,customer422@example.com,Germany,West,Hardcore,Platinum,2019-03-26,25-34
424,C1423,Customer_423,customer423@example.com,UK,East,Core,Bronze,2020-12-12,45-54
425,C1424,Customer_424,customer424@example.com,France,West,Hardcore,Bronze,2021-12-27,18-24
426,C1425,Customer_425,customer425@example.com,USA,South,Hardcore,Silver,2021-05-27,25-34
427,C1426,Customer_426,customer426@example.com,UK,North,Hardcore,Silver,2022-09-16,45-54
428,C1427,Customer_427,customer427@example.com,USA,South,Casual,Bronze,2021-01-28,45-54
429,C1428,Customer_428,customer428@example.com,UK,West,Core,Gold,2019-05-22,35-44
430,C1429,Customer_429,customer429@example.com,UK,East,Casual,Platinum,2021-11-02,45-54
431,C1430,Customer_430,customer430@example.com,Australia,East,Casual,Platinum,2022-08-19,25-34
432,C1431,Customer_431,customer431@example.com,France,West,Casual,Gold,2020-11-29,18-24
433,C1432,Customer_432,customer432@example.com,France,East,Casual,Gold,2019-01-26,35-44
434,C1433,Customer_433,customer433@example.com,Canada,Central,Casual,Gold,2021-05-10,45-54
435,C1434,Customer_434,customer434@example.com,UK,North,Core,Gold,2021-09-30,45-54
436,C1435,Customer_435,customer435@example.com,Germany,North,Hardcore,Gold,2019-08-05,45-54
437,C1436,Customer_436,customer436@example.com,Germany,North,Casual,Gold,2021-06-06,25-34
438,C1437,Customer_437,customer437@example.com,USA,East,Casual,Platinum,2021-01-11,35-44
439,C1438,Customer_438,customer438@example.com,USA,East,Core,Gold,2022-07-25,25-34
440,C1439,Customer_439,customer439@example.com,Australia,South,Core,Bronze,2021-07-30,35-44
441,C1440,Customer_440,customer440@example.com,UK,South,Hardcore,Gold,2022-12-19,18-24
442,C1441,Customer_441,customer441@example.com,USA,North,Core,Gold,2019-11-10,25-34
443,C1442,Customer_442,customer442@example.com,USA,Central,Hardcore,Platinum,2021-06-10,25-34
444,C1443,Customer_443,customer443@example.com,Japan,South,Casual,Platinum,2019-12-27,18-24
445,C1444,Customer_444,customer444@example.com,UK,South,Casual,Gold,2021-12-04,35-44
446,C1445,Customer_445,customer445@example.com,Australia,East,Hardcore,Platinum,2022-08-25,45-54
447,C1446,Customer_446,customer446@example.com,USA,Central,Core,Silver,2020-07-07,18-24
448,C1447,Customer_447,customer447@example.com,Australia,North,Hardcore,Platinum,2022-06-15,45-54
449,C1448,Customer_448,customer448@example.com,France,South,Core,Platinum,2022-01-07,45-54
450,C1449,Customer_449,customer449@example.com,Australia,Central,Casual,Platinum,2021-09-17,18-24
451,C1450,Customer_450,customer450@example.com,Germany,Central,Core,Platinum,2021-08-10,35-44
452,C1451,Customer_451,customer451@example.com,Germany,North,Hardcore,Bronze,2021-06-11,45-54
453,C1452,Customer_452,customer452@example.com,Australia,Central,Hardcore,Bronze,2023-02-06,18-24
454,C1453,Customer_453,customer453@example.com,Germany,Central,Casual,Bronze,2022-04-28,25-34
455,C1454,Customer_454,customer454@example.com,France,Central,Core,Gold,2020-07-03,25-34
456,C1455,Customer_455,customer455@example.com,UK,South,Core,Gold,2020-10-22,25-34
457,C1456,Customer_456,customer456@example.com,Germany,North,Core,Silver,2020-05-17,18-24
458,C1457,Customer_457,customer457@example.com,Germany,Central,Casual,Bronze,2019-06-27,25-34
459,C1458,Customer_458,customer458@example.com,Australia,Central,Core,Gold,2020-07-25,45-54
460,C1459,Customer_459,customer459@example.com,France,South,Hardcore,Platinum,2021-07-12,25-34
461,C1460,Customer_460,customer460@example.com,Canada,North,Core,Platinum,2020-05-14,25-34
462,C1461,Customer_461,customer461@example.com,Canada,East,Casual,Bronze,2021-08-09,45-54
463,C1462,Customer_462,customer462@example.com,Canada,South,Core,Silver,2022-03-13,25-34
464,C1463,Customer_463,customer463@example.com,Canada,North,Core,Silver,2022-06-03,45-54
465,C1464,Customer_464,customer464@example.com,UK,Central,Hardcore,Platinum,2022-09-30,25-34
466,C1465,Customer_465,customer465@example.com,Australia,North,Core,Silver,2021-02-15,45-54
467,C1466,Customer_466,customer466@example.com,Australia,North,Hardcore,Bronze,2020-11-19,25-34
468,C1467,Customer_467,customer467@example.com,Japan,North,Hardcore,Platinum,2019-02-28,45-54
469,C1468,Customer_468,customer468@example.com,France,East,Casual,Gold,2021-10-09,18-24
470,C1469,Customer_469,customer469@example.com,Canada,North,Hardcore,Gold,2020-10-27,45-54
471,C1470,Customer_470,customer470@example.com,UK,East,Hardcore,Silver,2020-01-08,25-34
472,C1471,Customer_471,customer471@example.com,France,Central,Casual,Platinum,2021-09-25,25-34
473,C1472,Customer_472,customer472@example.com,Canada,East,Hardcore,Platinum,2020-03-10,35-44
474,C1473,Customer_473,customer473@example.com,UK,Central,Casual,Gold,2020-12-27,45-54
475,C1474,Customer_474,customer474@example.com,France,Central,Core,Platinum,2020-06-13,18-24
476,C1475,Customer_475,customer475@example.com,Australia,East,Casual,Platinum,2020-11-28,45-54
477,C1476,Customer_476,customer476@example.com,Australia,South,Hardcore,Platinum,2020-07-26,45-54
478,C1477,Customer_477,customer477@example.com,USA,West,Casual,Silver,2022-05-05,18-24
479,C1478,Customer_478,customer478@example.com,Germany,North,Hardcore,Platinum,2022-12-07,45-54
480,C1479,Customer_479,customer479@example.com,Canada,West,Core,Bronze,2020-07-19,18-24
481,C1480,Customer_480,customer480@example.com,Japan,North,Casual,Silver,2022-02-12,18-24
482,C1481,Customer_481,customer481@example.com,France,North,Core,Platinum,2019-01-21,45-54
483,C1482,Customer_482,customer482@example.com,Japan,Central,Hardcore,Platinum,2021-11-24,45-54
484,C1483,Customer_483,customer483@example.com,USA,North,Hardcore,Bronze,2020-01-27,25-34
485,C1484,Customer_484,customer484@example.com,Germany,North,Core,Silver,2019-06-25,25-34
486,C1485,Customer_485,customer485@example.com,France,East,Casual,Gold,2020-05-09,35-44
487,C1486,Customer_486,customer486@example.com,UK,West,Casual,Gold,2023-01-14,35-44
488,C1487,Customer_487,customer487@example.com,Canada,East,Hardcore,Silver,2021-04-12,45-54
489,C1488,Customer_488,customer488@example.com,Germany,North,Core,Platinum,2021-09-27,18-24
490,C1489,Customer_489,customer489@example.com,Australia,Central,Core,Platinum,2022-02-11,35-44
491,C1490,Customer_490,customer490@example.com,USA,East,Casual,Gold,2020-05-07,45-54
492,C1491,Customer_491,customer491@example.com,Germany,East,Casual,Gold,2022-11-15,35-44
493,C1492,Customer_492,customer492@example.com,Canada,South,Casual,Gold,2021-09-02,18-24
494,C1493,Customer_493,customer493@example.com,Germany,North,Core,Bronze,2022-08-15,45-54
495,C1494,Customer_494,customer494@example.com,Canada,Central,Casual,Gold,2022-12-28,18-24
496,C1495,Customer_495,customer495@example.com,Australia,East,Casual,Bronze,2021-10-02,45-54
497,C1496,Customer_496,customer496@example.com,France,East,Hardcore,Silver,2021-07-06,35-44
498,C1497,Customer_497,customer497@example.com,UK,Central,Casual,Platinum,2019-02-05,25-34
499,C1498,Customer_498,customer498@example.com,Australia,North,Casual,Gold,2019-07-10,35-44
500,C1499,Customer_499,customer499@example.com,UK,South,Core,Platinum,2020-08-25,35-44
